Point_Code,Page_Number,Text_Snippet,Image_File
KI-18,204,"5 fen lateral to shenque Spirit Gate Tower (CV-8). Indications: Distention and fullness in the abdomen, abdominal pain with cold mounting, constipation, and redness and pain in the eyes. 17. KI17 Shangqu Shang Bend (商曲) (Figure 57) Location: On the upper abdomen, at 1 cun below shiguan Stone Pass (K...",/images_acupoints/KI_17_fullpage_203.png
KI-19,204,"5 fen lateral to shenque Spirit Gate Tower (CV-8). Indications: Distention and fullness in the abdomen, abdominal pain with cold mounting, constipation, and redness and pain in the eyes. 17. KI17 Shangqu Shang Bend (商曲) (Figure 57) Location: On the upper abdomen, at 1 cun below shiguan Stone Pass (K...",/images_acupoints/KI_17_fullpage_203.png
KI-2,195,"and vein - flexor digitorum brevis. Locating the acupoint: With the patient lying in a supine position and their toes curled, locate the acupoint at the center of the depression in the sole of the foot, approximately 1/3 of the distance from the center of the sole to the tip of the toes, opposite ta...",/images_acupoints/KI_2_page194.jpeg
KI-20,205,"Indications: Belching, retching, and retching counterflow, cold deficiency of spleen and stomach, non-dispersion of food, infertility in females, dysmenorrhea, inability to defecate, redness and pain of eye. 19. KI19 Yindu Yin Metropolis (陰都) (Figure 57) Location: At 1 cun below tonggu Open Valley (...",/images_acupoints/KI_18_fullpage_204.png
KI-21,104,"posterior intercostal artery - anterior and lateral cutaneous branches of the intercostal nerves - pectoralis major and pectoralis minor - intercostal muscle. Locating the acupoint: With the patient sitting upright or lying in a supine position, palpate for the intercostal space between the fifth an...",/images_acupoints/ST_20_fullpage_103.png
KI-22,206,"speak, the fullness of the chest and pain in the lateral costal area, indigestion, and gastritis. 21. KI21 Youmen Dark Gate (幽門) (Figure 57) Location: On the upper abdomen, 6 cun above huangshu Huang Transport (KI-16), and 5 fens lateral to juque Great Tower Gate (CV-14) on both sides. Acupoint anat...",/images_acupoints/CV_16_fullpage_205.png
KI-23,206,"speak, the fullness of the chest and pain in the lateral costal area, indigestion, and gastritis. 21. KI21 Youmen Dark Gate (幽門) (Figure 57) Location: On the upper abdomen, 6 cun above huangshu Huang Transport (KI-16), and 5 fens lateral to juque Great Tower Gate (CV-14) on both sides. Acupoint anat...",/images_acupoints/CV_16_fullpage_205.png
KI-24,208,23. KI23 Shenfeng Spirit Seal (神封) (Figure 58) Location: Between the fourth and fifth ribs on the front of the chest at 1 cun and 6 fens below lingxu Spirit Ruins (KI-24) and 2 cun lateral to the midline of the chest on both sides. Acupoint anatomy: Skin - subcutaneous tissue – near the medial side ...,/images_acupoints/CV_18_fullpage_207.png
KI-25,208,23. KI23 Shenfeng Spirit Seal (神封) (Figure 58) Location: Between the fourth and fifth ribs on the front of the chest at 1 cun and 6 fens below lingxu Spirit Ruins (KI-24) and 2 cun lateral to the midline of the chest on both sides. Acupoint anatomy: Skin - subcutaneous tissue – near the medial side ...,/images_acupoints/CV_18_fullpage_207.png
KI-26,209,"25. KI25 Shencang Spirit Storehouse (神藏) (Figure 58) Location: Between the second and third ribs in the front of the chest, at 1 cun and 6 fens below yuzhong Lively Center (KI-26), and 2 cun lateral to the midline on both sides. Acupoint anatomy: Skin - subcutaneous tissue - near the medial side of ...",/images_acupoints/CV_20_fullpage_208.png
KI-27,194,"Section 8. Acupoints on the Shaoyin Kidney Meridian (KI) Channel of the Foot The shaoyin kidney channel of the foot (KI) contains 27 acupoints on one side, for a total of 54 acupoints for both sides. Among them, 10 are located on the medial and posterior aspect of the lower limbs, and the other 17 a...",/images_acupoints/KI_27_page193.jpeg
KI-3,188,"59. BL59 Fuyang Instep Yang (跗陽) (Figure 51) Location: At 3 cun above the external ankle, between the muscle and the bone. Acupoint anatomy: Skin - subcutaneous tissue – branch of the small saphenous vein - lateral sural cutaneous nerve - superficial fibular nerve, posterior tibial artery, and the t...",/images_acupoints/BL_61_fullpage_187.png
KI-4,44,| 27 | 【Chapter 2】Overview of Meridian and Collateral symptoms can be cured at the diverging point. (ix) The collateral of the stomach meridian (ST) stomach diverging network vessel of the foot is called ST-40 (豐隆). It begins at eight cun from the external ankle and diverts into the greater yin sple...,/images_acupoints/KI_4_fullpage_43.png
KI-5,197,"Indications: Stiffness and pain of the lumbar spine, swelling and pain in the heel, difficulty swallowing food, drowsiness, abdominal fullness, constipation, and difficulty urinating. 5. KI5 Shuiquan Water Spring (水泉) (Figure 55) Location: At 1 cun below taixi Great Ravine (KI-3), posterior and infe...",/images_acupoints/KI_6_fullpage_196.png
KI-6,197,"Indications: Stiffness and pain of the lumbar spine, swelling and pain in the heel, difficulty swallowing food, drowsiness, abdominal fullness, constipation, and difficulty urinating. 5. KI5 Shuiquan Water Spring (水泉) (Figure 55) Location: At 1 cun below taixi Great Ravine (KI-3), posterior and infe...",/images_acupoints/KI_6_fullpage_196.png
KI-7,198,"7. KI7 Fuliu Recover Flow (復溜) (Figure 55) Location: In the depression between the muscle and bone at 2 cun above the inner ankle. Acupoint anatomy: Skin - subcutaneous tissue - branches of the great saphenous vein - medial crural cutaneous branches of the saphenous nerve - posterior tibial nerve, p...",/images_acupoints/KI_9_fullpage_197.png
KI-8,198,"7. KI7 Fuliu Recover Flow (復溜) (Figure 55) Location: In the depression between the muscle and bone at 2 cun above the inner ankle. Acupoint anatomy: Skin - subcutaneous tissue - branches of the great saphenous vein - medial crural cutaneous branches of the saphenous nerve - posterior tibial nerve, p...",/images_acupoints/KI_9_fullpage_197.png
KI-9,198,"7. KI7 Fuliu Recover Flow (復溜) (Figure 55) Location: In the depression between the muscle and bone at 2 cun above the inner ankle. Acupoint anatomy: Skin - subcutaneous tissue - branches of the great saphenous vein - medial crural cutaneous branches of the saphenous nerve - posterior tibial nerve, p...",/images_acupoints/KI_9_fullpage_197.png
LI-1,78,"Section 2. Acupoints on the Yangming Large Intestine Meridian (LI) Channel of the Hand The yangming large intestine meridian channel of the hand (LI) contains 20 acupoints on one side, which total 40 acupoints for both sides of the body. Among these acupoints, 16 are located on the dorsal and radial...",/images_acupoints/LI_20_page77.jpeg
LI-10,84,"9. LI9 Shanglian Upper Ridge (上廉) (Figure 7) Location: On the radial side of the back of the forearm, along the line from yangxi Yang Ravine (LI-5) to quchi Pool at the Bend (LI-11), at 3 cun below quchi Pool at the Bend (LI-11). Acupoint anatomy: Skin - subcutaneous tissue – accessory cephalic vein...",/images_acupoints/LI_11_fullpage_83.png
LI-11,81,"5. LI5 Yangxi Yang Ravine (陽谿) (Figure 6) Location: On the radial transverse crease of the wrist, in the depression formed by the extensor pollicis brevis, extensor pollicis longus, and distal end of the radius when the thumb is extended upward. Acupoint Anatomy: Skin - subcutaneous tissue – superfi...",/images_acupoints/LI_11_fullpage_80.png
LI-12,85,11. LI11 Quchi Pool at the Bend (曲池) (Figure 7) Location: On the radial side of the elbow at the end of the cubital crease. Acupoint anatomy: Skin - subcutaneous tissue - cephalic vein and a branch of the posterior antebrachial cutaneous nerve - branch of the lateral antebrachial cutaneous nerve - b...,/images_acupoints/LI_12_fullpage_84.png
LI-13,86,"Figure 8 13. LI13 Shouwuli Arm Five Li (手五里) (Figure 8) Location: On the radial side of the arm, 3 cun above quchi Pool at the Bend (LI-11). Acupoint anatomy: Skin - subcutaneous tissue - cephalic vein and a branch of the posterior antebrachial cutaneous nerve – brachialis and the triceps brachii - ...",/images_acupoints/LI_11_page85.jpeg
LI-14,87,"and the posterior antebrachial cutaneous nerve – humerus. Dermatome: C6. Locating the acupoint: With the patient’s elbow in a bent position, this acupoint can be found at 3 cun above the end of the cubital crease. Indications: Pain and immobility in the elbows and arms, and spasms, tension, and pain...",/images_acupoints/LI_14_fullpage_86.png
LI-15,87,"and the posterior antebrachial cutaneous nerve – humerus. Dermatome: C6. Locating the acupoint: With the patient’s elbow in a bent position, this acupoint can be found at 3 cun above the end of the cubital crease. Indications: Pain and immobility in the elbows and arms, and spasms, tension, and pain...",/images_acupoints/LI_14_fullpage_86.png
LI-16,89,"16. LI16 Jugu Great Bone (巨骨) (Figure 9) Location: On the upper aspect of the shoulder, at the midpoint of the outer half, along the line from the seventh cervical spinous process and jianyu Shoulder Bone (LI- 15). Acupoint anatomy: Skin - subcutaneous tissue – thoracoacromial vein – supraclavicular...",/images_acupoints/LI_18_fullpage_88.png
LI-17,89,"16. LI16 Jugu Great Bone (巨骨) (Figure 9) Location: On the upper aspect of the shoulder, at the midpoint of the outer half, along the line from the seventh cervical spinous process and jianyu Shoulder Bone (LI- 15). Acupoint anatomy: Skin - subcutaneous tissue – thoracoacromial vein – supraclavicular...",/images_acupoints/LI_18_fullpage_88.png
LI-18,89,"16. LI16 Jugu Great Bone (巨骨) (Figure 9) Location: On the upper aspect of the shoulder, at the midpoint of the outer half, along the line from the seventh cervical spinous process and jianyu Shoulder Bone (LI- 15). Acupoint anatomy: Skin - subcutaneous tissue – thoracoacromial vein – supraclavicular...",/images_acupoints/LI_18_fullpage_88.png
LI-19,91,"of the sternocleidomastoid muscle. Acupoint anatomy: Skin - subcutaneous tissue - platysma – cervical fascia – posterior border of the sternocleidomastoid muscle – lateral border of the external jugular vein – supraclavicular nerve (C3 and C4), transverse cervical nerve (C2 and C3), transverse cervi...",/images_acupoints/ST_9_fullpage_90.png
LI-2,79,"1. LI1 Shangyang Shāng Yang (商陽) (Figure 6) Location: On the radial side of the tip of the forefinger, at the midpoint on the line between the corner of the fingernail on the radial side and the radial border of the finger pulp, and approximately 1 fen from the lower corner of the nail. Acupoint ana...",/images_acupoints/LI_3_fullpage_78.png
LI-20,49,| 32 | Atlas of Acupuncturology Atlas of Acupuncturology channels diverging from the meridian vessel. The “branched and diverged” refers to a single branch with two paths. The “joined” means the merging of two branch channels. 6. The Links Between Channels Although the meridian vessel pathways form ...,/images_acupoints/GV_14_fullpage_48.png
LI-3,79,"1. LI1 Shangyang Shāng Yang (商陽) (Figure 6) Location: On the radial side of the tip of the forefinger, at the midpoint on the line between the corner of the fingernail on the radial side and the radial border of the finger pulp, and approximately 1 fen from the lower corner of the nail. Acupoint ana...",/images_acupoints/LI_3_fullpage_78.png
LI-4,51,"| 34 | Atlas of Acupuncturology Atlas of Acupuncturology vessel, collateral vessels, extra meridian, meridian divergence, meridian sinew, and cutaneous region, as well as the physiological functions of the meridian and collateral systems and pathological changes of the various parts of these systems...",/images_acupoints/LI_4_fullpage_50.png
LI-5,74,"arm pain, difficulty bending and extending, wrist pain, headache, bronchitis, and tonsillitis. Figure 4 7. LU7 Lieque Broken Sequence (列缺) (Figure 4) Location: On the radial side of the forearm, above the radial styloid process, 1 cun and 5 fen diagonally up from taiyuan Great Abyss (LU-5). Acupoint...",/images_acupoints/LU_7_page73.jpeg
LI-6,43,| 26 | Atlas of Acupuncturology Atlas of Acupuncturology finger scabs. These afflictions can be cured by administering acupuncture at the diverging point. (v) The collateral of the large intestine meridian (LI) diverging network vessel of the hand is called LI-6 (偏歷). It begins at three cun from the...,/images_acupoints/GB_37_fullpage_42.png
LI-7,83,"7. LI7 Wenliu Warm Dwelling (溫溜) (Figure 7) Location: On the radial side of the back of the forearm, along the line from yangxi Yang Ravine (LI-5) to quchi Pool at the Bend (LI-11), at 5 cun above yangxi Yang Ravine (LI-5). Acupoint Anatomy: Skin - subcutaneous tissue - cephalic vein and the posteri...",/images_acupoints/LI_11_fullpage_82.png
LI-8,83,"7. LI7 Wenliu Warm Dwelling (溫溜) (Figure 7) Location: On the radial side of the back of the forearm, along the line from yangxi Yang Ravine (LI-5) to quchi Pool at the Bend (LI-11), at 5 cun above yangxi Yang Ravine (LI-5). Acupoint Anatomy: Skin - subcutaneous tissue - cephalic vein and the posteri...",/images_acupoints/LI_11_fullpage_82.png
LI-9,83,"7. LI7 Wenliu Warm Dwelling (溫溜) (Figure 7) Location: On the radial side of the back of the forearm, along the line from yangxi Yang Ravine (LI-5) to quchi Pool at the Bend (LI-11), at 5 cun above yangxi Yang Ravine (LI-5). Acupoint Anatomy: Skin - subcutaneous tissue - cephalic vein and the posteri...",/images_acupoints/LI_11_fullpage_82.png
LR-1,268,"Section 12. Acupoints on the Jueyin Liver Meridian Channel of the Foot The jueyin liver meridian channel of the foot (LR) contains 14 acupoints on one side, which totals 28 acupoints for both sides. On one side, 12 acupoints are located along the middle of the medial side of the lower limbs, and 2 a...",/images_acupoints/LR_14_page267.jpeg
LR-10,274,"as possible, squeeze and hold the head of the popliteal crease at the medial side of the knee, and then extend the knee. The area under the finger is beneath a small muscle and above a large muscle. The acupoint is located in the depression formed between these muscles. Proceeding from this acupoint...",/images_acupoints/LR_8_fullpage_273.png
LR-11,276,"Locating the acupoint: With the patient lying in a supine position and their legs extended, proceed 5 fen lateral to qichong Qi Thoroughfare (ST-30), and 3 cun downward. (Qichong Qi Thoroughfare (ST-30) is 2 cun lateral to and above yinlian Yin Corner (LR- 11) (陰廉), in the depression below the later...",/images_acupoints/LR_11_fullpage_275.png
LR-12,276,"Locating the acupoint: With the patient lying in a supine position and their legs extended, proceed 5 fen lateral to qichong Qi Thoroughfare (ST-30), and 3 cun downward. (Qichong Qi Thoroughfare (ST-30) is 2 cun lateral to and above yinlian Yin Corner (LR- 11) (陰廉), in the depression below the later...",/images_acupoints/LR_11_fullpage_275.png
LR-13,277,"Locating the acupoint: With the patient lying in a supine position and their legs extended, proceed between the genitals yin organ and qugu Curved Bone (CV-2) (曲骨), at 2 cun and 5 fens to the side, or 5 fen lateral to qichong Qi Thoroughfare (ST-30). Proceed 1 cun further downward into the pubic hai...",/images_acupoints/CV_2_page276.jpeg
LR-14,253,"23. GB23 Zhejin Sinew Seat (輒筋) (Figure 74) Location: From 3 cun below the armpit, follow the ribs 1 cun forward to locate the acupoint at 1 cun in front of yuanye Abyss Humor (GB-22) and 3 cun lateral to the nipple. Acupoint anatomy: Skin - subcutaneous tissue - serratus anterior - long thoracic ne...",/images_acupoints/GB_24_fullpage_252.png
LR-2,269,"the corner of the nail. According to some, the medial side is known as yinbai Hidden White (SP-1) (隱白), and the lateral side as dadun Large Pile (LR-1). Acupoint anatomy: Skin - subcutaneous tissue - branches of the dorsal digital nerves and veins of the hallux - dorsal digital branches of the super...",/images_acupoints/SP_1_fullpage_268.png
LR-3,269,"the corner of the nail. According to some, the medial side is known as yinbai Hidden White (SP-1) (隱白), and the lateral side as dadun Large Pile (LR-1). Acupoint anatomy: Skin - subcutaneous tissue - branches of the dorsal digital nerves and veins of the hallux - dorsal digital branches of the super...",/images_acupoints/SP_1_fullpage_268.png
LR-4,270,"nerve - between the first and second toe – contains dorsal metatarsal arteries - extensor hallucis longus and extensor hallucis brevis - dorsal interosseous muscles. Locating the acupoint: With the patient sitting upright or lying in a supine position, locate the acupoint on the lateral side of the ...",/images_acupoints/ST_41_fullpage_269.png
LR-5,271,"If the flow is balanced, then this area is well irrigated (smooth when extending the foot). Shake the patient’s foot to locate this acupoint (shaking the ankle separates the two large tendons in the tarsus to reveal the acupoint).” Jiexi Ravine Divide (ST-41) is located outside the two muscles, shan...",/images_acupoints/SP_5_page270.jpeg
LR-6,272,"- medial crural cutaneous branches of the saphenous nerve - soleus - tibial nerve and posterior tibial artery and vein - the tibia. Locating the acupoint: With the patient sitting upright and their knees bent, measure 5 cun upward from the superior border of the medial malleolus to locate the acupoi...",/images_acupoints/GB_37_fullpage_271.png
LR-7,272,"- medial crural cutaneous branches of the saphenous nerve - soleus - tibial nerve and posterior tibial artery and vein - the tibia. Locating the acupoint: With the patient sitting upright and their knees bent, measure 5 cun upward from the superior border of the medial malleolus to locate the acupoi...",/images_acupoints/GB_37_fullpage_271.png
LR-8,273,"at slightly more than 1 cun behind yinlingquan Yin Mound Spring (SP-9), in the depression below ququan Spring at the Bend (LR-8) (曲泉), and in a vertical line with taixi Great Ravine (KI-3) (太谿) below. Indications: Bi-syndrome caused by preponderant wind, swelling and pain in the medial aspect of the...",/images_acupoints/SP_9_page272.jpeg
LR-9,274,"as possible, squeeze and hold the head of the popliteal crease at the medial side of the knee, and then extend the knee. The area under the finger is beneath a small muscle and above a large muscle. The acupoint is located in the depression formed between these muscles. Proceeding from this acupoint...",/images_acupoints/LR_8_fullpage_273.png
LU-1,69,"Section 1. Acupoints on the Taiyin Lung Meridian (LU) Channel of the Hand The taiyin lung meridian channel of the hand (LU) contains 11 acupoints, which total 22 acupoints for both sides of the body. Nine of the acupoints are located on the radial side of the upper limbs, and two are located on the ...",/images_acupoints/LU_1_page68.jpeg
LU-10,76,"pulse pulses, which is the depression between the radial styloid process and radial artery. Acupoint anatomy: Skin - subcutaneous tissue - superficial branch of the radial nerve - brachioradialis - superficial palmar branch of the radial artery. Dermatome: C6. Locating the acupoint: With patients cr...",/images_acupoints/LU_8_fullpage_75.png
LU-11,69,"Section 1. Acupoints on the Taiyin Lung Meridian (LU) Channel of the Hand The taiyin lung meridian channel of the hand (LU) contains 11 acupoints, which total 22 acupoints for both sides of the body. Nine of the acupoints are located on the radial side of the upper limbs, and two are located on the ...",/images_acupoints/LU_1_page68.jpeg
LU-2,70,"1. LU1 Zhongfu Central Treasury (中府)(Figure 1) Location: On the lateral superior aspect of the chest, 6 cun from the conception vessel (CV), and in the first intercostal space. Acupoint anatomy: Skin – subcutaneous tissue – branch of the supraclavicular nerve – pectoralis major – thoracoacromial art...",/images_acupoints/LU_1_fullpage_69.png
LU-3,71,"Figure 2 3. LU3 Tianfu Celestial Storehouse (天府) (Figure 2) Location: On the anterolateral aspect of the upper arm, along the radial border of the biceps brachii, 3 cun below the head of the axillary crease (underarm crease). Acupoint anatomy: Skin - subcutaneous tissue - lateral antebrachial cutane...",/images_acupoints/LU_3_page70.jpeg
LU-4,72,"4. LU4 Xiabai Guarding White (俠白) (Figure 2) Location: On the inside of the upper arm, along the radial border of the biceps brachii, 5 cun above the cubital crease or 4 cun below the axillary crease (underarm crease). Acupoint anatomy: Skin - subcutaneous tissue - inferior lateral antebrachial cuta...",/images_acupoints/LU_4_page71.jpeg
LU-5,73,"5. LU5 Chize Cubit Marsh (尺澤) (Figure 3) Location: On the radial side of the elbow at the radial end of the cubital crease, in the radial depression of the tendon of the biceps brachii. Acupoint anatomy: Skin - subcutaneous tissue - cephalic vein - the lateral cutaneous nerve of the forearm - brachi...",/images_acupoints/LU_5_fullpage_72.png
LU-6,73,"5. LU5 Chize Cubit Marsh (尺澤) (Figure 3) Location: On the radial side of the elbow at the radial end of the cubital crease, in the radial depression of the tendon of the biceps brachii. Acupoint anatomy: Skin - subcutaneous tissue - cephalic vein - the lateral cutaneous nerve of the forearm - brachi...",/images_acupoints/LU_5_fullpage_72.png
LU-7,42,"| 25 | 【Chapter 2】Overview of Meridian and Collateral below: (i) The collateral of the lung meridian (LU) diverging network vessel of the hand is called LU-7 (列缺). This begins at the interstices above the wrist, flows alongside the greater yin (太陰) into the Center of the Palm (掌中), and spreads throu...",/images_acupoints/SI_7_fullpage_41.png
LU-8,75,"Measure 1 cun and 5 fens up from yangxi Yang Ravine (LI-5). An alternative method for locating lieque is to instruct the patient to stretch the thumbs and forefingers of both hands, before overlapping their hands. The interstice between the bone and the muscle can be located with the tip of the fore...",/images_acupoints/LU_8_page74.jpeg
LU-9,73,"5. LU5 Chize Cubit Marsh (尺澤) (Figure 3) Location: On the radial side of the elbow at the radial end of the cubital crease, in the radial depression of the tendon of the biceps brachii. Acupoint anatomy: Skin - subcutaneous tissue - cephalic vein - the lateral cutaneous nerve of the forearm - brachi...",/images_acupoints/LU_5_fullpage_72.png
PC-1,210,"lateral to xuanji Jade Swivel (CV-21) (at the midline of the chest) on both sides. Acupoint anatomy: Skin - subcutaneous tissue – near the medial side, between the clavicle and the first rib - supraclavicular nerve - perforating branch of the internal thoracic vein - internal thoracic artery and vei...",/images_acupoints/CV_21_fullpage_209.png
PC-2,211,"Figure 59 Locating the acupoint: With the patient lying in a supine position or sitting upright, locate the acupoint at 1 cun lateral to the nipple and 3 cun inferior to the axillary crease (underarm crease), in the depression between the fourth and fifth ribs. Indications: Febrile diseases without ...",/images_acupoints/PC_2_page210.jpeg
PC-3,212,"nerve and the intercostobrachial nerve – branch of the cephalic vein – biceps brachii, coracobrachialis, and brachialis – musculocutaneous nerves and branches of the brachial artery. Locating the acupoint: Raise the patient’s arm to locate the acupoint. From the end of the axillary crease axillary f...",/images_acupoints/HT_3_page211.jpeg
PC-4,213,"and brachialis – brachial artery, median nerve, and – elbow-joint branch of the musculocutaneous nerve. Locating the acupoint: With the patient’s elbow slightly bent, palpate the area to locate the acupoint in the depression above the cubital crease, between where the humerus and the radius meet. An...",/images_acupoints/PC_5_fullpage_212.png
PC-5,213,"and brachialis – brachial artery, median nerve, and – elbow-joint branch of the musculocutaneous nerve. Locating the acupoint: With the patient’s elbow slightly bent, palpate the area to locate the acupoint in the depression above the cubital crease, between where the humerus and the radius meet. An...",/images_acupoints/PC_5_fullpage_212.png
PC-6,42,"| 25 | 【Chapter 2】Overview of Meridian and Collateral below: (i) The collateral of the lung meridian (LU) diverging network vessel of the hand is called LU-7 (列缺). This begins at the interstices above the wrist, flows alongside the greater yin (太陰) into the Center of the Palm (掌中), and spreads throu...",/images_acupoints/SI_7_fullpage_41.png
PC-7,52,"| 35 | 【Chapter 2】Overview of Meridian and Collateral Through lengthy observations, the ancients found that when the viscera and bowels developed the disease, the corresponding locations on the limbs were affected. Similarly, diseases in the hands and feet also affected the corresponding viscera and...",/images_acupoints/LI_4_fullpage_51.png
PC-8,140,"of the ulnar nerve - ulnar artery - hypothenar muscle, lumbricals, and the palmar interosseous muscle. Locating the acupoint: Bending the patient’s small finger, locate this acupoint in the transverse crease where the fingertip rests, behind the metacarpophalangeal joint of the small finger, between...",/images_acupoints/HT_9_page139.jpeg
PC-9,210,"lateral to xuanji Jade Swivel (CV-21) (at the midline of the chest) on both sides. Acupoint anatomy: Skin - subcutaneous tissue – near the medial side, between the clavicle and the first rib - supraclavicular nerve - perforating branch of the internal thoracic vein - internal thoracic artery and vei...",/images_acupoints/CV_21_fullpage_209.png
SI-1,140,"of the ulnar nerve - ulnar artery - hypothenar muscle, lumbricals, and the palmar interosseous muscle. Locating the acupoint: Bending the patient’s small finger, locate this acupoint in the transverse crease where the fingertip rests, behind the metacarpophalangeal joint of the small finger, between...",/images_acupoints/HT_9_page139.jpeg
SI-10,147,epicondyle of the humerus and olecranon process) as the two points of the base to form an equilateral triangle. The acupoint is at the tip of the triangle. Pressing around this acupoint with a fingernail should reveal sore muscles. Test whether the soreness extends to the small finger. Indications: ...,/images_acupoints/SI_9_page146.jpeg
SI-11,149,"10). Indications: Periarthritis of the shoulders, swelling in the shoulders, soreness in the arms, and weakness in both, and induced pain in the scapula. 11. SI11 Tianzong Celestial Gathering (天宗) (Figure 37) Location: In the depression along the lower border of the center of the spine of scapula, b...",/images_acupoints/SI_13_fullpage_148.png
SI-12,149,"10). Indications: Periarthritis of the shoulders, swelling in the shoulders, soreness in the arms, and weakness in both, and induced pain in the scapula. 11. SI11 Tianzong Celestial Gathering (天宗) (Figure 37) Location: In the depression along the lower border of the center of the spine of scapula, b...",/images_acupoints/SI_13_fullpage_148.png
SI-13,149,"10). Indications: Periarthritis of the shoulders, swelling in the shoulders, soreness in the arms, and weakness in both, and induced pain in the scapula. 11. SI11 Tianzong Celestial Gathering (天宗) (Figure 37) Location: In the depression along the lower border of the center of the spine of scapula, b...",/images_acupoints/SI_13_fullpage_148.png
SI-14,150,"7 cun laterally. Palpate this area with the finger to locate the acupoint in the center of the depression on the superior border of the scapula. Indications: Neck stiffness with an inability to turn the head and look behind; shoulder and back pain with an inability to raise relevant areas; soreness,...",/images_acupoints/SI_13_fullpage_149.png
SI-15,151,"forward, from taodao Kiln Path (GV-13) along the spinous process of the first thoracic vertebra, proceed 3 cun laterally to arrive at the acupoint 1 cun and 5 fens lateral to dazhu Great Shuttle (BL-11), and at the medial superior corner of the scapula. Indications: Stiffness of the nape and neck, p...",/images_acupoints/GV_14_fullpage_150.png
SI-16,151,"forward, from taodao Kiln Path (GV-13) along the spinous process of the first thoracic vertebra, proceed 3 cun laterally to arrive at the acupoint 1 cun and 5 fens lateral to dazhu Great Shuttle (BL-11), and at the medial superior corner of the scapula. Indications: Stiffness of the nape and neck, p...",/images_acupoints/GV_14_fullpage_150.png
SI-17,151,"forward, from taodao Kiln Path (GV-13) along the spinous process of the first thoracic vertebra, proceed 3 cun laterally to arrive at the acupoint 1 cun and 5 fens lateral to dazhu Great Shuttle (BL-11), and at the medial superior corner of the scapula. Indications: Stiffness of the nape and neck, p...",/images_acupoints/GV_14_fullpage_150.png
SI-18,153,"this point, and tianchuang Celestial Window (SI-16) is located below and to the back. Indications: Tinnitus, deafness, swelling, and pain in the neck and nape; nape stiffness with an inability to turn the head and look behind; and inflammation of the throat with an inability to speak. Figure 39 18. ...",/images_acupoints/SI_16_page152.jpeg
SI-19,141,"fingernail). Indications: Wind stroke, febrile diseases with vexation and fullness, heat in the mouth with throat dryness, yellowing of the eyes, curling of the hand with an inability to extend, and elbow and wrist pain. Figure 33 Section 6. Acupoints on the Taiyang Small Intestine Meridian (SI) Cha...",/images_acupoints/SI_19_page140.jpeg
SI-2,143,"eye screen), and pain and oppression in the chest and diaphragm. 2. SI2 Qiangu Front Valley (前谷) (Figure 34) Location: On the outside of the small finger, in the depression above the base of the finger. Acupoint anatomy: Skin - subcutaneous tissue - dorsal digital nerve and vein - dorsal branches of...",/images_acupoints/SI_2_fullpage_142.png
SI-3,143,"eye screen), and pain and oppression in the chest and diaphragm. 2. SI2 Qiangu Front Valley (前谷) (Figure 34) Location: On the outside of the small finger, in the depression above the base of the finger. Acupoint anatomy: Skin - subcutaneous tissue - dorsal digital nerve and vein - dorsal branches of...",/images_acupoints/SI_2_fullpage_142.png
SI-4,144,"4. SI4 Wangu Wrist Bone (腕骨) (Figure 34) Location: On the outside of the palm, above the wrist joint, and in the depression between the fifth metacarpal bone and the pisiform inferior to the joint. Acupoint anatomy: Skin - subcutaneous tissue – branch of the cephalic vein, deep branch of the ulnar n...",/images_acupoints/SI_5_fullpage_143.png
SI-5,139,"6. HT6 Yinxi Yin Cleft (陰郄) (Figure 31) Location: On the ulnar side posterior to the palm, 5 fens superior to the transverse crease of the wrist, and 5 fens below tongli Connecting Li (HT-5). Acupoint anatomy: Skin - subcutaneous tissue - median antebrachial vein, medial antebrachial cutaneous branc...",/images_acupoints/HT_5_fullpage_138.png
SI-6,145,"swelling of the nape of the neck, tinnitus, deafness, and mania. Figure 35 6. SI6 Yanglao Nursing the Aged (養老) (Figure 35) Location: On the outside of the palm 1 cun behind the wrist, on the tip of the styloid process of the ulna, and in the depression by the opening of the bone. Acupoint anatomy: ...",/images_acupoints/SI_6_page144.jpeg
SI-7,42,"| 25 | 【Chapter 2】Overview of Meridian and Collateral below: (i) The collateral of the lung meridian (LU) diverging network vessel of the hand is called LU-7 (列缺). This begins at the interstices above the wrist, flows alongside the greater yin (太陰) into the Center of the Palm (掌中), and spreads throu...",/images_acupoints/SI_7_fullpage_41.png
SI-8,146,"the palm is near the torso to reveal a depression between the bones (a groove between joints of the ulna and the radius). When the palm is returned to the original position, the space between the bones is closed. The acupoint is located in the crevice of the joints, between two muscles. Indications:...",/images_acupoints/SI_5_fullpage_145.png
SI-9,147,epicondyle of the humerus and olecranon process) as the two points of the base to form an equilateral triangle. The acupoint is at the tip of the triangle. Pressing around this acupoint with a fingernail should reveal sore muscles. Test whether the soreness extends to the small finger. Indications: ...,/images_acupoints/SI_9_page146.jpeg
SP-1,120,"urticarias; sore throat; tooth decay; malarial disorders with no pleasure eating; abdominal fullness with an inability to catch one’s breath; red and white dysentery; and redness, swelling, and pain in the dorsum of the foot. 45. ST45 Lidui Severe Mouth (厲兌) (Figure 21) Location: On the lateral end ...",/images_acupoints/SP_21_fullpage_119.png
